eval_date,eval_year,province_reg,n_children,dose1,dose2,dose3,dose1_on_schedule,dose2_on_schedule,dose3_on_schedule,dose_1_cov,dose_2_cov,dose_3_cov,dose_1_on_schedule_cov,dose_2_on_schedule_cov,dose_3_on_schedule_cov
2020-12-31,2020,Đắk Nông,97464,82670,77076,69884,39849,25281,2965,0.8482106213576295,0.7908150701797587,0.7170237215792498,0.40885865550357053,0.2593880817532627,0.030421488960026267
2021-12-31,2021,Đắk Nông,91898,79463,74556,68848,40100,26226,3455,0.8646869355154628,0.8112907789070491,0.7491784369627196,0.43635334827743805,0.2853816187512242,0.03759603038150994
2022-12-31,2022,Đắk Nông,81318,71470,67352,62824,37445,25240,3674,0.8788952015543914,0.8282545069972208,0.7725718783049264,0.460476155340761,0.3103863843183551,0.04518064881084139
2023-12-31,2023,Đắk Nông,64103,56183,52809,49138,29538,20016,3118,0.876448840147887,0.8238147980593732,0.7665475874764052,0.46078966663026694,0.3122474767171583,0.04864046924480914
2019-12-31,2019,Đồng Nai,372499,264193,195444,99532,77539,37673,4914,0.7092448570331732,0.5246832877403698,0.26720071731736195,0.20815894807771296,0.1011358419754147,0.013191981723440868
2020-12-31,2020,Đồng Nai,419684,319037,241476,127583,97398,48964,7219,0.7601838526129183,0.5753757589043185,0.30399776975057424,0.23207460851497794,0.11666873171243126,0.017201036970673173
2021-12-31,2021,Đồng Nai,410562,310534,231598,121095,95593,48028,7666,0.7563632289398434,0.5640999410564056,0.2949493620939103,0.23283450489816399,0.11698111369293797,0.01867196671879034
2022-12-31,2022,Đồng Nai,362538,284104,204095,104156,85008,42116,7292,0.7836530239588677,0.5629616757415774,0.28729677992375974,0.23448024758783906,0.11616989115623741,0.02011375359272683
2023-12-31,2023,Đồng Nai,285315,223318,157526,78697,68809,34078,6546,0.7827068327988363,0.5521125773268142,0.2758249653891313,0.2411685330249023,0.11943991728440495,0.022943062930445297
2019-12-31,2019,Đồng Tháp,175712,124601,112138,89194,60979,37978,4960,0.7091206064469131,0.6381920415224913,0.5076147331997815,0.3470394736842105,0.21613777089783281,0.028228009470041886
2020-12-31,2020,Đồng Tháp,194562,148965,133121,104392,70500,43506,5923,0.7656428285071083,0.684208632723759,0.536548760806324,0.36235236068708176,0.2236099546674068,0.030442738047511846
2021-12-31,2021,Đồng Tháp,187053,138289,123048,98305,66684,41434,6058,0.7393038336728093,0.6578242530191978,0.5255462355589058,0.35649789097207746,0.2215094117709954,0.03238654285149129
2022-12-31,2022,Đồng Tháp,167049,129397,113795,88563,59233,36824,5924,0.7746050560015325,0.6812073104298739,0.5301618088105885,0.35458458296667444,0.22043831450652204,0.03546264868391909
2023-12-31,2023,Đồng Tháp,132745,102172,88499,66564,43929,26515,4852,0.7696862405363667,0.6666842442276545,0.5014426155410749,0.3309277185581378,0.1997438698256055,0.03655128253418208
