eval_date,eval_year,province,n_children,dose1,dose2,dose3,dose1_on_schedule,dose2_on_schedule,dose3_on_schedule,dose_1_cov,dose_2_cov,dose_3_cov,dose_1_on_schedule_cov,dose_2_on_schedule_cov,dose_3_on_schedule_cov
2020-12-31,2020,Đà Nẵng,114925,86220,75280,67757,55512,40119,8281,0.7502284098324995,0.6550358929736785,0.5895758103110724,0.48302806177942137,0.3490885360017403,0.0720556884924951
2021-12-31,2021,Đà Nẵng,121354,95667,86240,78029,64298,47567,11641,0.7883300097236186,0.7106481862979382,0.6429866341447336,0.5298383242414754,0.3919689503436228,0.09592596865369085
2022-12-31,2022,Đà Nẵng,117223,95535,87354,79561,66284,50653,13829,0.8149851138428466,0.7451950555778303,0.678714927957824,0.5654521723552545,0.4321080334064134,0.11797172909753205
2023-12-31,2023,Đà Nẵng,93749,77063,70256,63167,52836,40582,12791,0.8220141014837492,0.7494053269901546,0.6737885204108843,0.5635900116267907,0.4328792840456965,0.1364387886804126
2019-12-31,2019,Đắk Lắk,265662,189527,155897,102467,60140,31540,4303,0.7134140373858512,0.5868246117246727,0.3857043912942009,0.22637787865784342,0.11872228621330864,0.01619727322688228
2020-12-31,2020,Đắk Lắk,301286,231425,194611,136454,75502,41125,6094,0.768123975226197,0.645934427753032,0.45290521298699576,0.25059909853096396,0.1364982110021707,0.020226628519081538
2021-12-31,2021,Đắk Lắk,295471,223194,185082,128334,74771,41054,6627,0.7553837770881068,0.6263964991488167,0.4343370415370713,0.25305698359568285,0.13894426187341566,0.02242859705351794
2022-12-31,2022,Đắk Lắk,266015,201464,164473,111290,68662,38256,6575,0.7573407514613838,0.6182846831945567,0.4183598669247975,0.25811326428960774,0.14381143920455614,0.024716651316655076
2023-12-31,2023,Đắk Lắk,213430,159638,128439,85349,53453,29650,5483,0.7479642037201892,0.601785128613597,0.39989223633041276,0.25044745349763387,0.1389214262287401,0.025689921754205126
2019-12-31,2019,Đắk Nông,93002,69031,63795,57268,32617,20318,2274,0.7422528547773166,0.685952990258274,0.6157717038343261,0.350712887894884,0.21846842003397776,0.02445108707339627
2020-12-31,2020,Đắk Nông,98905,83667,77655,69956,40004,25331,2986,0.8459329659774532,0.7851473636317678,0.7073049896365199,0.40446893483645924,0.2561144532632324,0.030190586926848995
2021-12-31,2021,Đắk Nông,93665,80759,75409,69140,40426,26388,3513,0.8622110713713768,0.8050926173063577,0.7381626007580206,0.4316019858004591,0.28172743287247104,0.03750600544493674
2022-12-31,2022,Đắk Nông,83172,72887,68323,63213,37860,25456,3750,0.8763405953926803,0.8214663588707738,0.7600274130717068,0.455201269658058,0.30606454095128166,0.04508728899148752
2023-12-31,2023,Đắk Nông,65835,57524,53774,49608,30006,20288,3202,0.8737601579706843,0.8167995746943115,0.7535201640464798,0.4557758031442242,0.3081643502696134,0.04863674337358548
2019-12-31,2019,Đồng Nai,358680,254738,188648,96951,75582,37002,4871,0.7102096576335453,0.5259507081521133,0.270299431247909,0.21072264971562396,0.1031615925058548,0.013580350172856028
2020-12-31,2020,Đồng Nai,400151,306050,231941,123970,94688,48057,7216,0.7648362743064493,0.5796336882826733,0.30980804746208307,0.23663067192134968,0.12009716332084638,0.018033192469842634
2021-12-31,2021,Đồng Nai,387861,295516,221220,117922,93109,47578,7859,0.7619121283140095,0.570358968805835,0.3040315989491081,0.2400576495187709,0.12266765671206953,0.020262413596623532
2022-12-31,2022,Đồng Nai,339384,268330,193973,101407,82842,42004,7600,0.7906383329797515,0.5715443273695873,0.2987972326332414,0.24409518421610918,0.12376541027272941,0.022393512952879335
2023-12-31,2023,Đồng Nai,266047,210468,149777,77102,67247,34171,6850,0.7910933030629926,0.5629719560829477,0.28980593654504655,0.2527636094374302,0.12843971178024935,0.025747330358921544
2019-12-31,2019,Đồng Tháp,183926,130202,115898,91263,62732,38904,5072,0.7079042658460468,0.630133858182095,0.4961941215488838,0.34107195285060293,0.2115198503746072,0.02757630786294488
2020-12-31,2020,Đồng Tháp,205285,157342,139131,107910,73372,45125,6193,0.7664563898969725,0.6777455732274642,0.5256594490586258,0.3574153006795431,0.21981635287527096,0.0301678154760455
2021-12-31,2021,Đồng Tháp,199502,148279,130491,103004,70341,43635,6504,0.7432456817475515,0.654083668334152,0.5163056009463565,0.3525829314994336,0.21871961183346533,0.032601176930557085
2022-12-31,2022,Đồng Tháp,179673,139919,121928,93993,63273,39396,6506,0.7787424933072861,0.6786105870108475,0.5231336928753902,0.35215641749177673,0.21926499807984506,0.036210226355657224
2023-12-31,2023,Đồng Tháp,143436,111117,95496,71278,47445,28779,5406,0.7746799966535598,0.665774282606877,0.4969324297944728,0.330774700911905,0.20064000669288046,0.037689283025181965
